ResponseTime PretioWithLB.client[8].app[0] (#0 - MATLAB-Pretio-wl-10-VMs-Scheduling-is-off-QDrop-off-0-20211028-12:02:37-46565),,ResponseTime PretioWithLB.client[17].app[0] (#0 - MATLAB-Pretio-wl-10-VMs-Scheduling-is-off-QDrop-off-0-20211028-12:02:37-46565),,ResponseTime PretioWithLB.client[9].app[0] (#0 - MATLAB-Pretio-wl-10-VMs-Scheduling-is-off-QDrop-off-0-20211028-12:02:37-46565),,ResponseTime PretioWithLB.client[2].app[0] (#0 - MATLAB-Pretio-wl-10-VMs-Scheduling-is-off-QDrop-off-0-20211028-12:02:37-46565),,ResponseTime PretioWithLB.client[13].app[0] (#0 - MATLAB-Pretio-wl-10-VMs-Scheduling-is-off-QDrop-off-0-20211028-12:02:37-46565),,ResponseTime PretioWithLB.client[1].app[0] (#0 - MATLAB-Pretio-wl-10-VMs-Scheduling-is-off-QDrop-off-0-20211028-12:02:37-46565),,ResponseTime PretioWithLB.client[12].app[0] (#0 - MATLAB-Pretio-wl-10-VMs-Scheduling-is-off-QDrop-off-0-20211028-12:02:37-46565),,ResponseTime PretioWithLB.client[7].app[0] (#0 - MATLAB-Pretio-wl-10-VMs-Scheduling-is-off-QDrop-off-0-20211028-12:02:37-46565),,ResponseTime PretioWithLB.client[18].app[0] (#0 - MATLAB-Pretio-wl-10-VMs-Scheduling-is-off-QDrop-off-0-20211028-12:02:37-46565),,ResponseTime PretioWithLB.client[4].app[0] (#0 - MATLAB-Pretio-wl-10-VMs-Scheduling-is-off-QDrop-off-0-20211028-12:02:37-46565),,ResponseTime PretioWithLB.client[5].app[0] (#0 - MATLAB-Pretio-wl-10-VMs-Scheduling-is-off-QDrop-off-0-20211028-12:02:37-46565),,ResponseTime PretioWithLB.client[14].app[0] (#0 - MATLAB-Pretio-wl-10-VMs-Scheduling-is-off-QDrop-off-0-20211028-12:02:37-46565),,ResponseTime PretioWithLB.client[10].app[0] (#0 - MATLAB-Pretio-wl-10-VMs-Scheduling-is-off-QDrop-off-0-20211028-12:02:37-46565),,ResponseTime PretioWithLB.client[11].app[0] (#0 - MATLAB-Pretio-wl-10-VMs-Scheduling-is-off-QDrop-off-0-20211028-12:02:37-46565),,ResponseTime PretioWithLB.client[0].app[0] (#0 - MATLAB-Pretio-wl-10-VMs-Scheduling-is-off-QDrop-off-0-20211028-12:02:37-46565),,ResponseTime PretioWithLB.client[6].app[0] (#0 - MATLAB-Pretio-wl-10-VMs-Scheduling-is-off-QDrop-off-0-20211028-12:02:37-46565),,ResponseTime PretioWithLB.client[3].app[0] (#0 - MATLAB-Pretio-wl-10-VMs-Scheduling-is-off-QDrop-off-0-20211028-12:02:37-46565),,ResponseTime PretioWithLB.client[19].app[0] (#0 - MATLAB-Pretio-wl-10-VMs-Scheduling-is-off-QDrop-off-0-20211028-12:02:37-46565),,ResponseTime PretioWithLB.client[15].app[0] (#0 - MATLAB-Pretio-wl-10-VMs-Scheduling-is-off-QDrop-off-0-20211028-12:02:37-46565),,ResponseTime PretioWithLB.client[16].app[0] (#0 - MATLAB-Pretio-wl-10-VMs-Scheduling-is-off-QDrop-off-0-20211028-12:02:37-46565),
10.82610034261,9.8261003426099975,10.895814578977,9.89581457897699929,13.337109546453,12.33710954645300001,13.394321210243,12.39432121024299956,13.813300928528,12.81330092852799746,14.480221590462,13.4802215904619977,15.700162514976,14.7001625149760002,16.606175999456,15.60617599945599913,16.723944156125,15.72394415612500032,17.596699579884,16.59669957988399595,17.761730356169,16.76173035616899647,18.776230764913,17.77623076491299507,19.462278892,18.46227889200000043,19.519836253036,18.51983625303599715,19.64026752474,18.64026752473999683,20.109333491667,19.10933349166700158,22.221833546011,21.22183354601099828,22.452134503069,21.45213450306899707,22.885824442394,21.88582444239399641,24.510043902471,23.51004390247099695
34.738972226169,18.37700716258800063,32.467018939784,20.2204020333480016,39.976193684831,16.92269766593499718,27.283128898821,9.661876241961,41.680804474515,16.71900807747499578,38.346927515758,16.6447046864489962,31.205529000728,14.4470915758850004,36.914386785028,17.02598899654699943,37.190774264712,16.95353063689199751,34.048501123278,14.15757124158299968,39.606925014252,16.08028196302900165,36.787183990526,15.5502220490719977,38.557841511491,14.89082212724899882,38.865467987033,17.67031207101199888,38.54998038847,15.35888001297599806,39.086446286997,15.21873577538399751,44.366157044581,15.96025090185800003,43.472456268158,18.96790363341199987,40.416635876547,15.94432912537799743,45.501961729024,16.21610934625199712
47.215030852932,10.72848440037099843,50.322166454962,14.16837331333099918,57.014254274427,15.73605893622499957,45.776224614008,17.27973778743799463,57.330138960871,10.98712785920299945,57.749912964175,14.69392191654799968,47.20641818739,11.45619055070399734,59.548718927731,16.971481928453997,52.558586040944,12.41968118354099808,45.719102783183,8.345445589074998315,68.51692204315,26.32899361621799972,47.992475692573,8.020901880951999605,62.765347235072,22.79589703262399775,60.532652353244,15.24896418998099883,61.870671017022,22.20894670913399687,61.585733300433,15.9993042044280002,68.863658959047,21.83152777183099852,64.660990546016,18.26977046752499937,67.18889681326,21.38021337514099676,64.57940286739,18.12262871926400001
67.184432996368,16.99289082456199645,76.630861460612,18.49024757167899926,69.242031451509,10.32982296122800033,61.634148263068,12.13143742898400031,73.195161687262,15.01513936067399863,73.146871378897,13.4179005550370007,60.332901179055,11.65128454954299991,77.873812984405,15.40938148382499756,75.176024518861,17.7634012122079951,70.055040662369,20.01988903073500116,84.70205284009,10.50031783176799743,74.37268573006,21.48075014813100118,80.541798978747,15.15869635331999981,80.084242555082,16.82896734240399888,76.109808193243,12.37143913899100051,88.901019933788,23.47061935046999525,80.246670996436,9.6684381395079981,88.519871182897,19.45545489157399991,88.19679087356,17.93413664591399472,86.539109607568,17.54840592811499527
81.565193825509,10.24624016859599957,98.395061100581,19.45632669611200065,89.058975892655,16.66045727792599957,83.430670640901,18.9099395810169994,89.866666078516,14.39831100291499762,86.876735514131,11.71831724749199913,80.436138442808,14.87968967652199828,95.068337334592,15.82305055247000065,99.081044486807,19.09905381385199512,87.712575442699,14.23273951942299926,104.80784733033,16.04057259018199482,90.419538216626,12.62689035296899926,100.037498804258,15.23703449517799762,101.010699432197,18.18274514984799585,90.537989270906,13.3857129286079974,112.764990643822,22.02533408052499901,109.46120430262,25.37250042249399932,106.077504198426,15.91053423597799815,104.453149003344,11.0890658818539975,111.113187468952,20.59590633447299971
101.816471448806,17.67969709858299858,126.81075058771,18.92340424465299968,108.075572550734,16.87836710770699957,97.979883338785,12.61397957908799932,116.433961171536,23.57481708311500047,104.195889431514,11.4706542444549981,98.821010290929,14.48548392276699907,117.290471116101,18.96356202730800072,117.140566220006,16.09511138811299696,107.158671747018,16.50067327333499628,121.18441891004,11.80148261360999835,104.089488993458,12.52828711202499785,122.031998577583,21.22738693806299885,138.951631088548,33.27038321891699002,117.608892133846,19.28981980348800102,128.559989875264,12.57993790556299981,129.855022138468,17.46076456015200045,128.821638362631,19.86138710961499488,129.271745793337,19.88961903162499558,128.106247225237,15.48806057409299791
110.70996426181,7.074696213692000375,153.899714657989,18.73079409644099507,126.423429528495,16.82241569547599618,110.857933000694,11.46055039041799968,127.59609623602,9.4271601170349974,127.717606908482,19.19630904880499847,113.491774297632,12.23520980150399845,140.931384388455,16.08806357600899866,135.389843418815,12.06825215394099962,126.546044546071,15.66062798362399982,145.777756478828,21.03169435411000156,135.460714289632,24.73228697706500147,136.447596709109,12.55305971888600063,152.212229472917,10.5719833560389986,136.463789451601,13.54626574898700036,146.562554727312,14.08367114921399825,146.476235876928,15.26472986489999776,144.196463195267,13.66676614280299868,148.260827857193,12.92028231268999856,149.048615996371,16.05301330319500146
123.418052268589,10.00254536852899884,168.35511051442,12.56258827715799947,147.393782100787,17.68024881912700145,131.522231165973,18.02755137602599683,149.621299838275,19.39521738774499928,151.557124542984,14.43308388857899865,137.959314702949,20.27651914451699602,155.517588450156,13.07489885153799841,162.388656284535,25.01187987649199572,144.940014096714,14.36875597108999962,166.818575761609,15.43181420447999835,158.490162117827,20.5870318344669982,152.212972224129,13.17566217058199733,174.084737196827,18.34447237425699477,155.078094458454,15.14989000754900053,163.35766713115,14.86704340018999908,163.485269280956,15.07632607665300025,167.442507627371,20.53653837060500097,172.239576260817,19.73882303827399901,168.927698639903,14.9570173007600004
139.915876794504,8.663738216738998655,193.580869645811,19.5220911760549995,163.798102465034,12.02479294456900043,158.743215116659,21.64587447940800038,167.961457668768,16.26820238700999957,171.206653167559,14.03864655713999805,165.364788635323,13.2965497683409985,179.002277195579,18.71537336780999532,184.806438842727,20.92007703561500157,171.666065528635,22.61081849430100012,181.380346789889,11.45117341428800011,181.033305422644,19.27226437795999907,172.711879993467,15.55389579609699872,190.537912008914,12.98679164306199847,179.750507674945,20.0612550706400014,175.566331428961,9.83092536554299907,195.892682515123,25.5241779201779976,189.7343207928,21.5799352508119994,194.072460003064,19.68177508569500127,192.428348811321,20.34985146816899962
157.35866770633,13.35124626106100006,214.734913485523,20.28286059357100151,190.999967024674,22.27137317983400057,187.594707879748,26.55788850740400155,193.735387284794,19.85025903893399847,188.225396453631,13.73920884607199961,191.642503707287,21.79735396394200102,196.73448043162,10.93066068423599898,200.799441222947,13.60238801993400053,186.498111539619,13.00062154623799766,198.252819371335,11.66919563315499882,201.255564328227,17.49699129613699702,196.755782393024,17.47653642475099633,216.924668390587,19.91582511987400032,201.760340187376,14.43831093269999847,193.841246330386,13.83826428419299853,223.068477985962,22.90973622486900031,207.02160722888,13.94200749816499746,215.236908955978,16.57678988183300102,210.479292943551,15.83057223086699843
